ADDRESS,ZIP CODE,SALE PRICE,SALE DATE
150 OCEANA DRIVE WEST,11235,730000,2017-02-03
100 OCEANA DRIVE WEST,11235,400000,2016-10-28
100 OCEANA DR W,11235,1042688,2016-11-17
120 OCEANA DRIVE WEST,11235,845000,2017-04-14
130 OCEANA DRIVE WEST,11235,1280000,2017-04-04
40 OCEANA DRIVE WEST,11235,675000,2017-02-23
40 OCEANA DRIVE WEST,11235,346999,2016-09-22
40 OCEANA DRIVE WEST,11235,636406,2016-11-08
40 OCEANA DRIVE WEST,11235,772000,2017-01-24
40 OCEANA DRIVE WEST,11235,810000,2017-05-26
75 OCEANA DRIVE EAST,11235,555000,2017-02-14
75 OCEANA DRIVE EAST,11235,700000,2017-03-17
75 OCEANA DRIVE EAST,11235,1250000,2017-05-18
70 OCEANA DRIVE WEST,11235,670000,2017-06-07
45 OCEANA DRIVE EAST,11235,940000,2016-11-09
45 OCEANA DRIVE EAST,11235,700000,2017-02-16
105 OCEANA DRIVE EAST,11235,1450000,2017-04-28
65 OCEANA DRIVE EAST,11235,860000,2017-07-18
65 OCEANA DRIVE EAST,11235,1430000,2017-02-10
65 OCEANA DRIVE EAST,11235,1325000,2016-11-03
125 OCEANA DRIVE EAST,11235,740000,2016-11-01
125 OCEANA DRIVE EAST,11235,1250000,2017-06-12
125 OCEANA DRIVE EAST,11235,1120000,2017-06-09
125 OCEANA DRIVE EAST,11235,970000,2017-03-29
125 OCEANA DRIVE EAST,11235,2060000,2016-11-09
125 OCEANA DRIVE EAST,11235,980000,2017-01-18
125 OCEANA DRIVE EAST,11235,1170000,2016-10-20
135 OCEANA DRIVE EAST,11235,800000,2016-09-01
135 OCEANA DRIVE EAST,11235,2800000,2017-04-10
55 OCEANA DRIVE EAST,11235,1320000,2017-04-11
55 OCEANA DRIVE EAST,11235,875000,2016-12-09
55 OCEANA DRIVE EAST,11235,940000,2017-04-10
55 OCEANA DRIVE EAST,11235,1650000,2017-08-10
50 OCEANA DRIVE WEST,11235,840056,2016-12-06
50 OCEANA DRIVE WEST,11235,2100000,2017-06-26
269 NEPTUNE AVENUE,11235,1500000,2017-04-26
279 NEPTUNE AVENUE,11235,950000,2017-06-07
219 NEPTUNE AVENUE,11235,1200000,2017-06-06
105 BRIGHTON 11 STREET,11235,1640000,2017-08-03
2961 BRIGHTON 3 STREET,11235,456300,2017-05-25
2961 BRIGHTON 3 STREET,11235,570220,2017-03-22
2961 BRIGHTON 3 STREET,11235,605858,2017-04-04
2961 BRIGHTON 3 STREET,11235,610950,2017-03-23
2919 BRIGHTON 8 STREET,11235,467000,2016-11-14
2919 BRIGHTON 8 STREET,11235,335000,2016-11-11
120 OCEANVIEW AVENUE,11235,365000,2016-10-11
52 BRIGHTON 1 PLACE,11235,499900,2016-09-19
"611 BANNER AVE, 5L",11235,110000,2017-08-16
"3145 BRIGHTON 4TH STREET, 506",11235,265000,2016-12-19
"200 CORBIN PLACE, 6P",11235,460000,2016-10-14
"200 CORBIN PLACE, 4P",11235,300000,2016-11-04
"200 CORBIN PLACE, 3H",11235,405000,2017-05-17
415 OCEAN VIEW AVENUE,11235,1650000,2016-11-14
3072 BRIGHTON 1ST STREET,11235,1100000,2017-01-05
3072 BRIGHTON 1ST STREET,11235,903600,2017-01-04
1002 BRIGHTON BEACH AVENU,11235,11375174,2016-12-22
314 BRIGHTON BEACH AVENU,11235,2100000,2017-04-10
3017 BRIGHTON 5 STREET,11235,725000,2016-09-16
380 NEPTUNE AVENUE,11235,1000,2016-10-06
727 OCEAN VIEW AVENUE,11235,1375000,2017-08-10
200 CORBIN PLACE,11235,465000,2016-09-23
102 WEST END AVENUE,11235,110000,2017-02-23
102 WEST END AVENUE,11235,75000,2017-02-13
102 WEST END AVENUE,11235,70000,2017-02-23
102 WEST END AVENUE,11235,40000,2017-04-06
102 WEST END AVENUE,11235,15000,2016-11-18
102 WEST END AVENUE,11235,20000,2017-04-06
102 WEST END AVENUE,11235,50000,2017-02-17
102 WEST END AVENUE,11235,75000,2017-02-13
75 OCEANA DRIVE EAST,11235,122500,2016-11-15
45 OCEANA DRIVE EAST,11235,122500,2016-11-29
10 OCEANA TERRACE,11235,60000,2017-08-01
10 OCEANA TERRACE,11235,50712,2016-12-05
65 OCEANA DRIVE EAST,11235,100000,2016-11-03
135 OCEANA DRIVE EAST,11235,65000,2017-03-01
55 OCEANA DRIVE EAST,11235,128500,2017-06-27
55 OCEANA DRIVE EAST,11235,6000,2016-12-09
31 MIDDAGH STREET,11201,2675000,2017-06-22
109 COLUMBIA HEIGHTS,11201,4900000,2017-07-11
152 WILLOW STREET,11201,3500000,2016-12-19
27 MONROE PLACE,11201,12900000,2017-04-28
44 MONROE PLACE,11201,7750000,2017-02-15
21 STATE STREET,11201,2350000,2016-09-26
6 WILLOW PLACE,11201,4500000,2017-05-12
272 HICKS STREET,11201,5499000,2017-08-02
31 GARDEN PLACE,11201,8350000,2017-08-08
70 CRANBERRY STREET,11201,5650000,2017-06-14
65 PINEAPPLE STREET,11201,5135000,2017-05-15
161 HICKS STREET,11201,5200000,2017-04-21
44 GRACE COURT,11201,7150000,2016-12-02
43 WILLOW PLACE,11201,3050000,2017-02-24
295 HENRY STREET,11201,7630000,2017-05-08
24 SCHERMERHORN STREET,11201,6600000,2016-09-09
70-72 STATE STREET,11201,9400000,2016-10-25
271 HICKS STREET,11201,4950000,2017-05-25
25 PIERREPONT STREET,11201,5500000,2017-07-18
161 COLUMBIA HEIGHTS,11201,5500000,2017-07-18
81 PIERREPONT STREET,11201,7000000,2017-04-01
20 MONROE PLACE,11201,5400000,2017-01-31
16 MONROE PLACE,11201,6600000,2017-06-20
268 HENRY STREET,11201,4600000,2017-06-20
109 STATE STREET,11201,1728000,2017-05-05
35 PINEAPPLE STREET,11201,10300000,2016-12-13
29 MONROE PLACE,11201,7100000,2017-03-07
67 LIVINGSTON STREET,11201,28625000,2017-01-30
"190 COLUMBIA HEIGHTS, 4",11201,1870000,2017-07-12
"73 COLUMBIA HEIGHTS, B-1",11201,785000,2017-01-04
"33 WILLOW STREET, 2",11201,1355000,2017-01-03
"33 WILLOW STREET, 4",11201,1375000,2017-06-29
"55 HICKS STREET, 4",11201,550000,2017-01-19
"55 HICKS STREET, 32",11201,35000,2017-02-17
"81 COLUMBIA HEIGHTS, 36",11201,650000,2016-10-20
"177 COLUMBIA HEIGHTS, 33",11201,290000,2016-09-12
"126 WILLOW STREET, 4",11201,585000,2017-08-09
"41 PIERREPONT STREET, 4",11201,1895000,2016-11-30
"157 HICKS STREET, 3",11201,1450000,2016-12-01
"123 HENRY STREET, 2D",11201,330000,2016-11-14
"18 MONROE PLACE, 4",11201,1495000,2017-04-20
"8 PIERREPONT STREET, 1",11201,3775000,2016-11-23
"108 PIERREPONT STR, 6",11201,1065000,2017-06-01
"114 PIERREPONT STREET, 3",11201,3500000,2017-06-21
"39 REMSEN STREET, 3C",11201,925000,2016-11-10
"25 REMSEN STREET, 3",11201,1700000,2017-01-11
"25 REMSEN STREET, 4",11201,1975000,2017-06-01
"66 MONTAGUE STREET, 1F",11201,375000,2016-09-06
"40 REMSEN STREET, 7",11201,610000,2017-07-21
"44 REMSEN STREET, 1",11201,1180000,2016-12-02
"25 JORALEMON STREET, 5",11201,2100000,2016-09-26
"25 JORALEMON STREET, 5",11201,2220000,2017-06-09
"224 HENRY STREET, 3B/4",11201,504963,2017-03-13
"32 WILLOW PLACE, 9",11201,1139000,2016-10-07
"312 HICKS ST., 2",11201,1150000,2016-10-05
"313 HICKS STREET, 1",11201,1550000,2017-07-20
"277 HICKS STREET, 1B",11201,975000,2017-04-11
"277 HICKS STREET, 2D",11201,1300000,2017-05-22
"277 HICKS STREET, 4D",11201,1675000,2017-08-04
"98 JORALEMON STREET, 3",11201,1995000,2016-09-16
"299 HENRY STREET, 2A",11201,631000,2016-09-22
"299 HENRY STREET, B1/B2",11201,1550000,2017-08-21
"132 JORALEMON STREET, 2C",11201,475000,2017-02-17
"167 CLINTON STREET, 4",11201,1520000,2017-07-20
"124 STATE STREET, 4",11201,1325000,2017-06-19
"164 STATE STREET, 3",11201,995000,2017-08-14
"184 COLUMBIA HEIGHTS, 4C",11201,3775000,2017-03-07
"160 COLUMBIA HEIGHTS, 2C",11201,765000,2017-02-17
"160 COLUMBIA HEIGHTS, 5C",11201,815000,2017-04-19
"160 COLUMBIA HEIGHTS, 4D",11201,477000,2017-06-27
"160 COLUMBIA HEIGHTS, 4C",11201,810000,2017-06-29
"75 HENRY STREET, 31C",11201,599000,2016-09-29
"75 HENRY STREET, 12C",11201,601000,2016-10-13
"75 HENRY STREET, 31D",11201,639000,2016-12-16
"75 HENRY STREET, 1A",11201,650000,2016-12-22
"75 HENRY STREET, 15J",11201,500000,2016-12-28
"75 HENRY STREET, 12D",11201,555000,2017-02-16
"75 HENRY STREET, TH41",11201,2675000,2017-03-22
"75 HENRY STREET, 16F",11201,750000,2017-04-25
"75 HENRY STREET, 12L",11201,900000,2017-05-01
"75 HENRY STREET, 1H",11201,1300000,2017-06-29
"75 HENRY STREET, 22F",11201,785000,2017-06-13
"75 HENRY STREET, 2H",11201,1300000,2017-07-13
"75 HENRY STREET, 1B",11201,1060000,2017-07-12
"75 HENRY STREET, 14J",11201,505000,2017-07-27
"75 HENRY STREET, 1G",11201,700000,2017-08-09
"45 PINEAPPLE STREET, 7B",11201,675000,2016-10-17
"55 PINEAPPLE STREET, 2E",11201,420000,2017-04-13
"54 ORANGE STREET, 3H",11201,350000,2016-10-07
"54 ORANGE STREET, 2E",11201,425000,2017-03-23
"66 ORANGE ST, 1C",11201,1771000,2017-05-24
"72 ORANGE STREET, 6A",11201,865328,2016-09-09
"59 PINEAPPLE STREET, 2J",11201,362000,2017-06-13
"35 CLARK STREET, A1/A7",11201,1568000,2016-09-29
"111 HICKS STREET, 6E",11201,375000,2016-09-16
"111 HICKS STREET, 5P",11201,1300000,2016-09-12
"111 HICKS STREET, 17J",11201,1045000,2016-11-22
"111 HICKS STREET, 7R",11201,425000,2016-12-12
"111 HICKS STREET, 10A",11201,425000,2017-01-17
"111 HICKS STREET, 8H",11201,745000,2017-02-28
"111 HICKS STREET, 25J",11201,790000,2017-03-03
"111 HICKS STREET, 14L",11201,1160000,2017-03-17
"111 HICKS STREET, 15F",11201,750000,2017-03-16
"111 HICKS STREET, 18A",11201,450000,2017-05-10
"111 HICKS STREET, 6N",11201,682227,2017-07-11
"111 HICKS STREET, 18L",11201,670000,2017-07-11
"60 PINEAPPLE STREET, 2D",11201,1330000,2017-05-30
"35 PIERREPONT STREET, 6B",11201,1250000,2016-11-22
"35 PIERREPONT STREET, 8A",11201,1725000,2017-08-09
"135 WILLOW STREET, 112",11201,820000,2017-01-19
"135 WILLOW STREET, 611",11201,410000,2017-03-28
"135 WILLOW STREET, 802",11201,400000,2017-04-18
"135 WILLOW STREET, 205",11201,408465,2017-06-13
"135 WILLOW STREET, 804",11201,900000,2017-07-11
"115 WILLOW STREET, 6C",11201,320000,2016-12-21
"130 HICKS STREET, 4B",11201,400000,2017-02-15
"160 HENRY STREET, 6B",11201,1700000,2017-01-20
"61 PIERREPONT STREET, 40/41",11201,2495000,2016-09-26
"187 HICKS STREET, 6D",11201,2455000,2017-06-07
"187 HICKS STREET, 5C",11201,1215000,2017-07-31
"173 HICKS STREET, 6B",11201,890000,2017-06-06
"145 HICKS STREET, A40",11201,845000,2016-10-04
"145 HICKS STREET, A33",11201,815000,2017-04-27
"145 HICKS STREET, A16",11201,515000,2017-05-25
"145 HICKS STREET, B68",11201,850000,2017-06-20
"161 HENRY STREET, 6C",11201,3000000,2017-01-27
"155 HENRY STREET, 5G",11201,860000,2017-04-03
"30 MONROE PLACE, 5B",11201,370000,2016-09-15
"30 MONROE PLACE, 2E",11201,860000,2016-11-01
"24 MONROE PLACE, 6C",11201,590000,2017-03-29
"24 MONROE PLACE, 10B",11201,550000,2017-05-03
"30 CLINTON STREET, 1A",11201,369000,2016-10-07
"30 CLINTON STREET, 2E",11201,549000,2017-05-16
"30 CLINTON STREET, 1D",11201,378500,2017-05-24
"30 CLINTON STREET, 2G",11201,600000,2017-08-01
"40 CLINTON STREET, 10D",11201,1113000,2016-10-12
"40 CLINTON STREET, 4P",11201,465000,2016-12-09
"40 CLINTON STREET, 3B",11201,450000,2016-12-08
"40 CLINTON STREET, 6J",11201,570000,2016-12-15
"40 CLINTON STREET, 9L",11201,645000,2017-02-08
"40 CLINTON STREET, 10E",11201,879000,2017-06-14
"198 HICKS STREET, A",11201,2325000,2017-01-09
"57 MONTAGUE STREET, 3A",11201,850000,2016-12-15
"57 MONTAGUE STREET, 4H",11201,450000,2016-12-21
"57 MONTAGUE STREET, 3C",11201,775000,2017-01-30
"57 MONTAGUE STREET, 11C",11201,2700000,2017-02-24
"57 MONTAGUE STREET, 7J",11201,975000,2017-05-22
"57 MONTAGUE STREET, 8H",11201,510000,2017-07-25
"20 PIERREPONT STREET, 6D",11201,1550000,2017-06-14
"20 PIERREPONT STREET, 2C",11201,1500000,2017-08-14
"22 PIERREPONT STREET, 3",11201,2200000,2016-10-11
"105 MONTAGUE STREET, 201",11201,1150000,2016-10-17
"80 PIERREPONT STREET, 4",11201,1800000,2017-02-14
"62 MONTAGUE STREET, 8D",11201,651000,2017-01-26
"62 MONTAGUE STREET, 9D",11201,570000,2017-07-19
"161 REMSEN STREET, 3B",11201,557000,2016-11-16
"45 GRACE COURT, 4E",11201,490000,2017-06-23
"2 GRACE COURT, 5A",11201,1104901,2016-09-02
"2 GRACE COURT, 1P",11201,560000,2016-09-13
"2 GRACE COURT, 2N",11201,1225000,2017-05-18
"2 GRACE COURT, 1M",11201,620000,2017-06-28
"2 GRACE COURT, 3P",11201,590000,2017-07-11
"2 GRACE COURT, 4Z",11201,865000,2017-08-03
"2 GRACE COURT, 4V",11201,688000,2017-08-03
"60 REMSEN STREET, 8B",11201,830000,2016-10-12
"60 REMSEN STREET, 9A",11201,905000,2017-04-05
"70 REMSEN STREET, 5E/F",11201,899000,2016-09-21
"70 REMSEN STREET, 9E",11201,325000,2016-09-30
"70 REMSEN STREET, 6F",11201,337000,2016-11-04
"70 REMSEN STREET, 8B",11201,405000,2017-02-02
"70 REMSEN ST, 1A",11201,699000,2017-02-08
"70 REMSEN STREET, 7D",11201,385000,2017-04-11
"70 REMSEN STREET, 8J",11201,419000,2017-05-30
"70 REMSEN STREET, 2H",11201,735000,2017-06-14
"76 REMSEN STREET, 2C",11201,1430000,2017-01-13
"76 REMSEN STREET, 4B",11201,1299000,2017-07-26
"114 CLINTON STREET, 1A",11201,1175000,2017-05-02
"114 CLINTON STREET, 4G",11201,600000,2017-05-10
"114 CLINTON STREET, 5E",11201,651000,2017-06-28
"245 HENRY STREET, 1G",11201,705000,2017-03-21
"245 HENRY STREET, 4A",11201,730000,2017-06-27
"100 REMSEN STREET, 3B",11201,285000,2016-09-12
"100 REMSEN STREET, 1A",11201,200000,2016-10-05
"100 REMSEN STREET, 8B",11201,375000,2016-10-17
"100 REMSEN STREET, 7C",11201,330000,2017-01-25
"100 REMSEN STREET, 6D",11201,300000,2017-03-15
"100 REMSEN STREET, 7D",11201,290000,2017-07-26
"114 REMSEN STREET, B",11201,993200,2017-03-29
"150 JORALEMON STREET, 9C",11201,770000,2017-02-03
"150 JORALEMON STREET, 6E",11201,799000,2017-03-21
"150 JORALEMON, 4A",11201,800001,2017-07-13
"75 LIVINGSTON STREET, 4B",11201,745000,2016-09-13
304 HENRY STREET,11201,799280,2017-06-22
300 HENRY STREET,11201,1600000,2017-01-27
90 FURMAN STREET,11201,2599948,2017-01-24
90 FURMAN STREET,11201,2701773,2017-01-20
90 FURMAN STREET,11201,2752686,2016-12-01
90 FURMAN STREET,11201,2905423,2017-07-13
90 FURMAN STREET,11201,4127323,2016-11-10
90 FURMAN STREET,11201,3770936,2016-11-22
90 FURMAN STREET,11201,2678350,2016-12-20
90 FURMAN STREET,11201,3093799,2017-03-24
90 FURMAN STREET,11201,3770936,2017-02-22
90 FURMAN STREET,11201,3057397,2017-08-21
90&130 FURMAN ST,11201,3669111,2017-07-20
90 FURMAN STREET,11201,2650861,2016-11-16
90 FURMAN STREET,11201,4483711,2016-10-25
90 FURMAN STREET,11201,3516373,2017-06-08
90 FURMAN STREET,11201,3872761,2016-12-19
90 FURMAN STREET,11201,3898217,2017-04-21
90 FURMAN STREET,11201,7426453,2016-11-15
90 FURMAN STREET,11201,2549036,2016-11-15
90 FURMAN STREET,11201,3408439,2016-09-15
90 FURMAN STREET,11201,2116279,2016-10-27
90 FURMAN STREET,11201,4076411,2016-10-26
90 FURMAN STREET,11201,3464320,2016-10-18
90 FURMAN STREET,11201,3090872,2016-09-21
90 FURMAN STREET,11201,4025498,2016-11-30
90 FURMAN STREET,11201,2418191,2016-10-24
90 FURMAN STREET,11201,3974586,2016-10-25
90 FURMAN STREET,11201,3740388,2017-03-03
90 FURMAN STREET,11201,4229148,2016-11-11
90 FURMAN STREET,11201,2090823,2016-12-09
90 FURMAN STREET,11201,3541829,2016-11-30
90 FURMAN STREET,11201,5018292,2016-10-04
90 FURMAN STREET,11201,3941493,2017-06-09
90 FURMAN STREET,11201,1850000,2016-12-19
90 FURMAN STREET,11201,4469455,2016-12-02
90 FURMAN STREET,11201,4483507,2017-01-27
90 FURMAN STREET,11201,2981792,2016-12-23
90 FURMAN STREET,11201,3923673,2016-09-07
90 FURMAN STREET,11201,5043748,2016-10-17
90 FURMAN STREET,11201,1123486,2016-10-26
90 FURMAN STREET,11201,7691198,2016-12-21
90 FURMAN STREET,11201,2447211,2016-11-22
90 FURMAN STREET,11201,3567286,2016-11-11
90 FURMAN STREET,11201,2645769,2017-05-12
90 FURMAN STREET,11201,3128420,2016-11-02
90 FURMAN STREET,11201,2803598,2017-04-13
90 FURMAN STREET,11201,6978423,2016-10-11
90 FURMAN STREET,11201,3465461,2017-04-07
90 FURMAN STREET,11201,4903746,2016-12-01
90 FURMAN STREET,11201,2879967,2017-01-30
90 FURMAN STREET,11201,4432798,2017-02-16
90&130 FURMAN STREET,11201,3287267,2017-07-17
90 FURMAN STREET,11201,4539714,2017-01-26
90 FURMAN STREET,11201,2798507,2017-02-27
90 FURMAN STREET,11201,2111188,2017-01-18
90 FURMAN STREET,11201,3374938,2017-01-04
90 FURMAN STREET,11201,3363636,2017-01-31
90 FURMAN STREET,11201,4325882,2017-01-17
90 FURMAN STREET,11201,2849419,2017-01-25
90 FURMAN STREET,11201,2370842,2017-01-23
90 FURMAN STREET,11201,4076411,2017-01-31
90 FURMAN STREET,11201,3312112,2017-03-01
90 FURMAN STREET,11201,3109073,2017-03-07
90 FURMAN STREET,11201,2602494,2016-12-12
90 FURMAN STREET,11201,3598989,2016-12-21
90 FURMAN STREET,11201,10669579,2017-02-27
90 FURMAN STREET,11201,5603786,2017-02-03
90 FURMAN STREET,11201,5400136,2017-05-24
90 FURMAN STREET,11201,7046841,2017-03-16
90 FURMAN STREET,11201,6472607,2017-03-30
90 FURMAN STREET,11201,6051816,2017-06-01
90 FURMAN STREET,11201,6838414,2017-03-23
90 FURMAN STREET,11201,2370842,2017-02-21
90 FURMAN STREET,11201,4432798,2017-03-03
90 FURMAN STREET,11201,1658067,2017-02-28
130 FURMAN STREET,11201,3047978,2017-04-25
130 FURMAN STREET,11201,2447211,2017-03-30
130 FURMAN STREET,11201,2854511,2017-03-20
130 FURMAN STREET,11201,3109073,2017-06-23
130 FURMAN STREET,11201,3720023,2017-03-29
130 FURMAN STREET,11201,10248024,2017-07-31
130 FURMAN STREET,11201,5196486,2017-07-31
130 FURMAN STREET,11201,5909261,2017-06-08
130 FURMAN STREET,11201,7789612,2017-04-27
130 FURMAN STREET,11201,6112911,2017-05-12
55 POPLAR STREET,11201,995000,2017-06-29
75 POPLAR STREET,11201,1385000,2017-04-12
75 POPLAR STREET,11201,1050000,2017-05-19
75 POPLAR STREET,11201,790000,2017-03-27
20 HENRY STREET,11201,2450000,2017-07-11
20 HENRY STREET,11201,2549250,2017-07-26
72 POPLAR STREET,11201,4315343,2017-03-31
72 POPLAR STREET,11201,3500000,2017-08-01
171 COLUMBIA HEIGHTS,0,2985000,2017-07-14
134 PIERREPONT STREET,11201,3105662,2016-12-08
134 PIERREPONT STREET,11201,3207487,2016-09-12
134 PIERREPONT STREET,11201,3767525,2016-11-09
134 PIERREPONT STREET,11201,3920262,2017-07-13
360 FURMAN STREET,11201,1987500,2017-04-06
360 FURMAN STREET,11201,760000,2016-09-28
360 FURMAN STREET,11201,895000,2017-07-06
360 FURMAN STREET,11201,740000,2016-11-18
360 FURMAN STREET,11201,995000,2017-08-01
360 FURMAN STREET,11201,978000,2017-02-14
360 FURMAN STREET,11201,1420000,2017-08-04
360 FURMAN STREET,11201,1480000,2017-06-22
360 FURMAN STREET,11201,975000,2017-05-17
360 FURMAN STREET,11201,1900000,2017-06-21
360 FURMAN STREET,11201,1950000,2017-05-23
360 FURMAN STREET,11201,1275000,2017-05-01
360 FURMAN STREET,11201,1900000,2017-03-29
360 FURMAN STREET,11201,999000,2017-05-03
360 FURMAN STREET,11201,1175000,2017-01-31
360 FURMAN STREET,11201,995000,2017-06-27
360 FURMAN STREET,11201,1370000,2017-01-06
360 FURMAN STREET,11201,5660000,2017-08-08
360 FURMAN STREET,11201,1930000,2016-12-28
360 FURMAN STREET,11201,1230000,2017-07-19
360 FURMAN STREET,11201,1099999,2016-12-15
360 FURMAN STREET,11201,2075000,2016-09-06
166 MONTAGUE STREET,11201,1660000,2017-02-27
60 STATE STREET,11201,2500000,2017-01-05
64 COURT STREET,11201,719000,2016-10-14
62 COURT STREET,11201,950000,2017-02-10
60 COURT STREET,11201,499000,2016-12-05
60 COURT STREET,11201,961000,2017-01-25
44 HENRY STREET,11201,3550000,2017-07-19
103 ATLANTIC AVENUE,11201,3700000,2017-05-08
99 ATLANTIC AVE,11201,3700000,2017-05-08
30 PIERREPONT STREET,11201,1805000,2016-12-22
253 HENRY STREET,11201,1500000,2017-07-27
31 SCHERMERHORN STREET,11201,3542500,2016-09-12
118 STATE STREET,11201,3700000,2017-07-13
149 ATLANTIC AVENUE,11201,1065000,2017-05-01
"205 HICKS STREET, 3D",11201,625000,2016-12-23
"205 HICKS STREET, 1D",11201,615000,2017-03-10
119 COLUMBIA HEIGHTS,11201,18000000,2017-08-11
276 HICKS STREET,11201,4320000,2016-11-30
107 COLUMBIA HEIGHTS,11201,87500000,2017-05-09
189 MONTAGUE STREET,11201,1501923,2016-11-15
189 MONTAGUE STREET,11201,11100000,2016-11-15
189 MONTAGUE STREET,11201,2599340,2016-11-15
280 CADMAN PLAZA WEST,11201,52000000,2017-06-15
160 MONTAGUE STREET,11201,4325000,2016-12-19
60 STATE STREET,11201,150000,2017-01-05
53 LEGION STREET,11212,417500,2017-07-14
29 LEGION STREET,11212,449000,2017-02-24
553 SARATOGA AVENUE,11212,280878,2017-04-07
1878 STRAUSS STREET,11212,425605,2017-02-21
1892 STRAUSS STREET,11212,460000,2017-01-20
593 SARATOGA AVENUE,11212,390400,2016-10-06
67 HERZL STREET,11212,345000,2017-01-24
132 AMBOY ST,11212,310000,2017-08-24
547 THOMAS S BOYLAND ST,11212,473000,2017-08-04
547 THOMAS BOYLAND ST,11212,275000,2017-03-23
146 GRAFTON STREET,11212,334000,2017-03-02
137 GRAFTON STREET,11212,440000,2017-02-21
216 BRISTOL STREET,11212,405000,2017-02-23
192 LEGION STREET,11212,185000,2017-03-23
245 BRISTOL STREET,11212,435000,2017-02-22
268 CHESTER STREET,11212,360000,2017-05-10
242 LEGION STREET,11212,314000,2016-10-14
744 SARATOGA AVENUE,11212,460000,2017-03-22
769 SARATOGA AVENUE,11212,500000,2017-05-31
733 SARATOGA AVENUE,11212,441090,2017-03-24
324 GRAFTON STREET,11212,520000,2017-05-10
784 MOTHER GASTON BLVD,11212,75000,2017-05-05
949 ROCKAWAY AVENUE,11212,170084,2017-07-03
663 MOTHER GASTON BLVD,11212,181000,2017-05-31
661 MOTHER GASTON BLVD,11212,380000,2017-01-04
426 CHRISTOPHER AVENUE,11212,415000,2016-09-23
635 SACKMAN STREET,11212,350000,2016-09-01
615 SACKMAN STREET,11212,375000,2016-09-21
487 POWELL STREET,11212,415000,2017-04-03
691 SACKMAN STREET,11212,372000,2016-09-30
681 SACKMAN STREET,11212,449000,2017-06-20
639 SACKMAN STREET,11212,284657,2016-09-26
510 POWELL STREET,11212,8500,2017-02-01
714 SACKMAN STREET,11212,265000,2016-12-19
572 POWELL STREET,11212,425000,2017-02-06
592 JUNIUS STREET,11212,190000,2017-01-25
847 MOTHER GASTON BLVD,11212,350000,2016-10-31
541 CHRISTOPHER AVENUE,11212,400000,2017-01-10
1841 STRAUSS STREET,11212,1175000,2016-09-14
505 HOPKINSON AVENUE,11212,575000,2016-12-07
113 OSBORN STREET,11212,725000,2016-10-14
2130 UNION STREET,11212,534900,2016-11-04
704 HOWARD AVENUE,11212,600000,2016-10-05
711 HOWARD AVENUE,11212,420000,2017-03-17
155 GRAFTON STREET,11212,189000,2016-10-28
133 GRAFTON STREET,11212,599000,2016-10-14
652 SARATOGA AVENUE,11212,425000,2017-05-05
2001 STRAUSS STREET,11212,286000,2017-03-01
192 HERZL STREET,11212,680000,2016-09-01
183 HERZL STREET,11212,609000,2016-09-08
776 HOWARD AVENUE,11212,675000,2016-12-15
183 GRAFTON STREET,11212,545000,2017-01-19
2027 STRAUSS STREET,11212,304200,2017-03-28
2027 STRAUSS STREET,11212,265200,2016-12-21
124 BLAKE AVENUE,11212,790000,2017-03-02
139 DUMONT AVENUE,11212,390000,2017-03-27
753 SARATOGA AVENUE,11212,355000,2017-03-02
296 GRAFTON ST,11212,300000,2017-05-23
295 GRAFTON STREET,11212,411000,2016-10-26
47 RIVERDALE AVENUE,11212,452736,2016-09-09
345 HERZL STREET,11212,658000,2017-01-04
372 AMBOY STREET,11212,540000,2017-03-17
357 AMBOY STREET,11212,565000,2016-10-27
768 THOMAS S BOYLAND ST,11212,450000,2017-05-30
784 THOMAS S BOYLAND STR,11212,715000,2017-04-10
784 THOMAS S BOYLAND ST,11212,165100,2016-11-30
131 RIVERDALE AVENUE,11212,710000,2017-05-19
131 RIVERDALE AVENUE,11212,418100,2016-12-19
371 EAST 98TH   STREET,11212,475000,2017-03-29
66 RIVERDALE AVENUE,11212,361000,2017-07-03
66 RIVERDALE AVENUE,11212,302478,2017-07-03
107 NEWPORT STREET,11212,215000,2017-02-02
836 THOMAS S BOYLAND ST,11212,250000,2017-06-21
931 THOMAS S BOYLAND STR,11212,650000,2017-05-26
570 BRISTOL STREET,11212,599000,2017-02-15
587 BRISTOL STREET,11212,51000,2017-06-15
124 LOTT AVENUE,11212,515750,2016-10-19
126 LOTT AVE,11212,550000,2017-01-20
598 CHESTER STREET,11212,395000,2017-06-29
599 CHESTER STREET,11212,550000,2017-04-05
492 THATFORD STREET,11212,749000,2017-05-15
492 THATFORD AVENUE,11212,400000,2016-11-09
485 THATFORD AVE,11212,370000,2017-04-07
185 HEGEMAN AVENUE,11212,550000,2017-02-02
597 OSBORN STREET,11212,505000,2017-06-23
597 OSBORN,11212,400000,2017-01-05
569 OSBORN STREET,11212,415000,2016-11-30
1710 EAST NEW YORK AVENUE,11212,469090,2017-01-06
301 MOTHER GASTON BLVD,11212,370000,2017-06-05
405 MOTHER GASTON BLVD,11212,752752,2016-12-28
113 BELMONT AVENUE,11212,760000,2017-03-27
99 BELMONT AVE,11212,600000,2017-02-27
2037 STRAUSS STREET,11212,720000,2017-05-24
2106 STRAUSS STREET,11212,775000,2017-02-16
88 LIVONIA AVENUE,11212,580000,2017-08-23
764 HOPKINSON AVENUE,11212,757500,2017-06-27
