ADDRESS,ZIP CODE,SALE PRICE,SALE DATE
1042 COLGATE AVENUE,10472,410000,2017-04-10
1046 COLGATE AVENUE,10472,540000,2017-07-25
1046 COLGATE AVENUE,10472,294060,2016-11-22
1054 COLGATE AVENUE,10472,405000,2017-01-13
1064 COLGATE AVE,10472,498000,2017-06-21
1064 COLGATE AVENUE,10472,200000,2017-01-27
1038 EVERGREEN AVENUE,10472,380000,2016-09-09
1053 STRATFORD AVENUE,10472,360000,2017-06-22
1063 STRATFORD AVENUE,10472,308000,2016-12-13
1048 STRATFORD AVENUE,10472,332188,2017-02-27
1048 STRATFORD AVENUE,10472,666368,2016-11-14
1119 WARD AVENUE,10472,645000,2017-07-17
1121 STRATFORD AVENUE,10472,425000,2016-10-19
1770 GLEASON AVENUE,10472,565000,2017-02-10
1144 ST LAWRENCE AVENUE,10472,315000,2017-04-13
1134 BEACH AVENUE,10472,625000,2016-11-23
1124 TAYLOR AVE,10472,570000,2017-08-31
1125 THIERIOT AVENUE,10472,475000,2016-09-01
1142 THIERIOT AVENUE,10472,390000,2016-12-09
1148 LELAND AVENUE,10472,615000,2017-06-21
1860 GLEASON AVENUE,10472,760000,2016-12-16
1143 UNDERHILL AVENUE,10472,500000,2016-11-16
1205 ST LAWRENCE AVENUE,10472,650000,2017-04-21
1205 ST LAWRENCE AVENUE,10472,275000,2016-12-15
1241 ST LAWRENCE AVENUE,10472,649000,2017-05-10
1241 ST LAWRENCE AVENUE,10472,287500,2016-12-01
1224 ST LAWRENCE AVENUE,10472,362000,2016-11-29
1233 TAYLOR AVENUE,10472,195000,2016-12-14
1220 LELAND AVENUE,10472,480000,2016-11-14
1230 COLGATE AVENUE,10472,330000,2017-04-28
1230 COLGATE  AVENUE,10472,215000,2016-11-23
1255 ELDER AVENUE,10472,560000,2016-11-10
1235 ELDER AVENUE,10472,175000,2017-06-30
1214 WARD AVENUE,10472,480000,2017-04-20
1230 WARD AVE,10472,615000,2017-05-02
1217 MANOR AVENUE,10472,460000,2017-03-30
1217 MANOR AVENUE,10472,220000,2016-09-29
1214 MANOR AVE,10472,510000,2017-04-26
1251 HARROD AVENUE,10472,355000,2017-08-10
1331 BOYNTON AVENUE,10472,525000,2016-11-23
1323 BOYNTON AVENUE,10472,525000,2016-09-23
1342 NOBLE AVENUE,10472,400000,2017-06-16
1329 ROSEDALE AVENUE,10472,640000,2017-02-16
1324 ROSEDALE AVENUE,10472,496860,2017-05-24
1333 COMMONWEALTH AVENUE,10472,175000,2016-12-05
1308 ST LAWRENCE AVENUE,10472,290000,2017-07-10
1340 ST LAWRENCE AVENUE,10472,275000,2017-03-09
1326 BEACH AVENUE,10472,450000,2017-01-17
1354 BEACH AVE,10472,570000,2017-05-11
1349 TAYLOR AVENUE,10472,690000,2017-04-28
1343 THIERIOT AVENUE,10472,590000,2016-11-23
1419 COMMONWEALTH AV,10472,585000,2017-06-29
121 STEPHENS AVENUE,10473,235000,2016-11-02
1756 LACOMBE AVENUE,10473,400000,2017-01-12
465 COMMONWEALTH AVENUE,10473,275000,2017-06-08
459 COMMONWEALTH AVENUE,10473,375000,2017-04-06
468 COMMONWEALTH AVENUE,10473,680000,2017-07-28
468 COMMONWEALTH,10473,365650,2017-02-03
480 COMMONWEALTH AVENUE,10473,455000,2017-05-25
453 ST LAWRENCE AVENUE,10473,410000,2017-01-31
1788 LACOMBE AVENUE,10473,545000,2016-09-20
1792 LACOMBE AVE,10473,500000,2017-02-15
412 BEACH AVENUE,10473,575000,2017-02-17
412 BEACH AVENUE,10473,250000,2016-10-31
451 LELAND AVENUE,10473,550000,2017-03-07
436 BOLTON AVENUE,10473,499000,2016-11-18
530 TAYLOR AVENUE,10473,560000,2017-04-06
540 TAYLOR AVENUE,10473,525000,2016-09-06
528 UNDERHILL AVENUE,10473,560000,2017-03-28
650 ROSEDALE AVE,10473,340000,2017-07-03
634 COMMONWEALTH AVENUE,10473,415000,2016-12-12
637 ST LAWRENCE AVE,10473,427500,2017-08-28
1822 SEWARD AVENUE,10473,476500,2017-06-14
636 UNDERHILL AVENUE,10473,570000,2017-07-21
725 COMMONWEALTH AVENUE,10473,500000,2017-02-17
1761 SEWARD AVENUE,10473,625000,2017-03-30
732 COMMONWEALTH AVENUE,10473,479400,2017-05-24
736 COMMONWEALTH AVENUE,10473,370000,2017-05-22
734 SOUNDVIEW AVENUE,10473,530000,2016-12-29
1828 LAFAYETTE AVENUE,10473,555000,2017-06-13
729 THIERIOT AVENUE,10473,371274,2017-06-30
932 FTELEY AVENUE,10473,700000,2017-06-22
1017 ELDER AVENUE,10472,706250,2017-02-22
1013 ELDER AVENUE,10472,706250,2017-02-22
1005 ELDER AVENUE,10472,706250,2017-02-22
1003 ELDER AVENUE,10472,706250,2017-02-22
1057 WARD AVENUE,10472,540000,2017-06-01
1856 WATSON AVENUE,10472,490000,2017-02-08
1033 UNDERHILL AVENUE,10472,470000,2017-05-15
1153 NOBLE AVENUE,10472,530000,2017-05-15
1116 ST LAWRENCE AVENUE,10472,10000,2017-07-08
1120 LELAND AVENUE,10472,414225,2017-05-16
1218 SAINT LAWRENCE,10472,675000,2017-02-23
1230 BEACH AVENUE,10472,500000,2016-09-01
1875 GLEASON AVE,10472,495000,2017-02-01
1221 WARD AVE,10472,380000,2017-04-28
1243 MORRISON AVENUE,10472,300000,2016-09-26
1250 METCALF,10472,665000,2017-04-28
1274 METCALF AVENUE,10472,545000,2016-10-11
1259 CROES AVENUE,10472,470000,2016-12-09
1247 CROES AVENUE,10472,469000,2016-12-29
1272 ROSEDALE AVENUE,10472,545000,2017-08-04
1272 ROSEDALE AVENUE,10472,360000,2017-04-07
1361 BRONX RIVER AVE,10472,551452,2017-05-01
1301 HARROD AVENUE,10472,408000,2016-09-08
1346 METCALF AVENUE,10472,505000,2017-08-03
1318 FTELEY AVENUE,10472,220000,2017-05-30
1356 NOBLE AVENUE,10472,500000,2016-12-22
1791 EAST 172ND ST,10472,750000,2017-07-28
1417 FTELEY AVENUE,10472,480000,2016-12-09
235 SUNSET BOULEVARD,10473,315000,2017-01-20
134 SUNSET BOULEVARD,10473,321048,2017-05-23
130 BEACON LANE,10473,390180,2017-02-22
161 SURF DRIVE,10473,313500,2016-12-06
185 SURF DRIVE,10473,270000,2016-09-19
131 MERMAID LANE,10473,370000,2017-02-22
161 MERMAID LANE,10473,340000,2017-06-22
142 MERMAID LANE,10473,272000,2017-06-15
142 MERMAID LANE,10473,272000,2017-04-13
143 ADMIRAL LANE,10473,180000,2017-01-17
87 BEACON LANE,10473,369000,2017-08-28
105 BEACON LANE,10473,350000,2016-10-28
299 SURF DRIVE,10473,360000,2016-12-16
154 HERON LANE,10473,40000,2017-05-22
88 HERON LANE,10473,20100,2017-01-17
46 HERON LANE,10473,300000,2017-04-25
93 HERON LANE,10473,325000,2017-07-28
100 SURF DRIVE,10473,378000,2017-04-27
102 SURF DRIVE,10473,16000,2016-09-14
827 UNDERHILL AVENUE,10473,230000,2016-11-04
1863 LAFAYETTE AVENUE,10473,228000,2016-12-19
844 LELAND AVENUE,10473,215000,2017-07-28
858 LELAND AVENUE,10473,225000,2017-05-03
871 UNDERHILL AVENUE,10473,205000,2017-03-16
865 UNDERHILL AVENUE,10473,189516,2016-12-22
861 UNDERHILL AVENUE,10473,228000,2016-10-06
1860 STORY AVENUE,10473,89882,2017-04-13
1868 STORY AVENUE,10473,212000,2017-03-02
903C ELDER AVENUE,10473,230000,2017-03-21
898C WHEELER AVENUE,10473,190000,2016-09-15
237 BETTS AVENUE,10473,1000,2016-11-28
237 BETTS AVENUE,10473,1000,2016-09-15
422 TAYLOR AVENUE,10473,25000,2016-10-31
1869 PATTERSON AVENUE,10473,110000,2017-07-11
1893 RANDALL AVENUE,10473,3350000,2017-01-18
1138 UNDERHILL AVENUE,10472,39000,2017-07-07
1233 BEACH AVENUE,10472,185000,2017-07-14
529 UNDERHILL AVENUE,10473,975000,2017-04-25
652 SOUNDVIEW AVENUE,10473,1380000,2017-02-13
1041 ELDER AVENUE,10472,685000,2017-06-27
1039 ELDER AVE,10472,585000,2017-05-02
1064 WARD AVENUE,10472,10000000,2016-09-08
1047 MANOR AVENUE,10472,650000,2017-06-06
1039 MANOR AVENUE,10472,575000,2016-12-06
1031 MANOR AVE,10472,530000,2016-12-05
1125 WHEELER AVENUE,10472,560000,2016-10-24
1128 WHEELER AVE,10472,515000,2017-05-02
1120 ELDER AVENUE,10472,200000,2016-12-05
1164 ELDER AVENUE,10472,365000,2017-02-08
1125 MANOR AVENUE,10472,610000,2017-06-29
1142 MANOR AVENUE,10472,535339,2017-06-02
1142 MANOR AVENUE,10472,500,2016-09-19
1151 FTELEY AVENUE,10472,634000,2017-08-17
1123 FTELEY AVENUE,10472,635000,2017-07-24
1121 FTELEY AVENUE,10472,435000,2017-01-26
1116 METCALF AVENUE,10472,735000,2017-05-25
1122 METCALF AVENUE,10472,665000,2017-08-23
1110 FTELEY AVENUE,10472,465000,2017-01-10
1130 FTELEY AVENUE,10472,427665,2016-11-16
1146 FTELEY AVE,10472,655000,2017-06-23
1224 COMMONWEALTH AVENUE,10472,600000,2017-02-15
1249 LELAND AVENUE,10472,25000,2016-10-24
1514-1516 EAST 172 STREET,10472,459484,2017-06-23
1516 EAST 172 STREET,10472,323444,2017-03-23
1541 WESTCHESTER AVENUE,10472,2884700,2017-07-18
1262 BOYNTON AVENUE,10472,670000,2017-06-13
1248 MANOR AVENUE,10472,660000,2016-11-17
1256 MANOR AVENUE,10472,850000,2017-01-31
1379 BRONX RIVER AVE,10472,270000,2017-03-30
1355 BOYNTON AVENUE,10472,525000,2017-03-30
1601 EAST 172 STREET,10472,220000,2017-01-26
1329 CROES AVENUE,10472,615000,2017-04-28
1408 BRONX RIVER AVE,10472,325000,2017-08-15
1423 NOBLE AVENUE,10472,1000000,2016-11-22
755 WHITE PLAINS ROAD,10473,70936348,2017-06-30
1340 STRATFORD AVENUE,10472,14183750,2016-12-08
"875 MORRISON AVENUE, 14-E",10473,190000,2016-09-23
"875 MORRISON AVENUE, 8-B",10473,187250,2016-10-07
"875 MORRISON AVENUE, 19L",10473,217150,2017-07-07
"875 MORRISON AVENUE, 5E",10473,195780,2017-08-04
"825 MORRISON AVENUE, 14-F",10473,190000,2016-09-23
"825 MORRISON AVENUE, 1-A",10473,145580,2016-12-02
"825 MORRISON AVENUE, 4-B",10473,185000,2017-01-05
"825 MORRISON AVENUE, 7H",10473,190000,2017-05-10
"825 MORRISON AVENUE, 19-C",10473,210000,2017-02-01
"825 MORRISON AVENUE, 13-G",10473,200000,2017-07-11
"820 BOYNTON AVENUE, 4-C",10473,185000,2016-10-07
"820 BOYNTON AVENUE, 11-G",10473,190000,2016-12-02
"820 BOYNTON AVENUE, 5-H",10473,195000,2017-02-01
"820 BOYNTON AVENUE, 4-M",10473,150000,2017-04-07
"820 BOYNTON AVENUE, 8C",10473,185000,2017-05-12
"820 BOYNTON AVE, 18C",10473,215000,2017-06-27
"880 BOYNTON AVENUE, 15-F",10473,195000,2016-11-08
"880 BOYNTON AVENUE, 15-K",10473,195000,2017-05-08
"880 BOYNTON AVENUE, 18-C",10473,177200,2017-06-30
"920 METCALF AVENUE, 14H",10473,18000,2016-11-01
"920 METCALF AVENUE, 21-A",10473,70000,2017-07-06
"1100 ELDER AVE, 3G",10472,30848,2016-09-14
"1104 ELDER AVE, 5J",10472,62291,2016-10-05
"1100 ELDER AVENUE, 4B",10472,67716,2016-11-15
"1100 ELDER AVENUE, 1L",10472,50661,2016-12-13
"1100 ELDER AVENUE, 2A",10472,45394,2016-12-13
"1104 ELDER AVENUE, 3J",10472,62291,2016-12-13
"1104 ELDER AVENUE, 3M",10472,44977,2016-12-29
"1104 ELDER AVE, 5L",10472,61195,2017-01-24
"1104 ELDER AVE, 5P",10472,74404,2017-02-22
"1104 ELDER AVENUE, 1M",10472,44308,2017-02-22
"1100 ELDER AVENUE, 5B",10472,67716,2017-04-28
323 ADMIRAL LANE,10473,360000,2017-08-22
215 ADMIRAL LANE,10473,245000,2017-06-28
213 NEPTUNE LANE,10473,295000,2017-07-13
227 SUNSET BOULEVARD,10473,272000,2016-10-20
122 NEPTUNE LANE,10473,365000,2017-08-17
218 FLEET COURT,10473,291500,2017-03-24
206 FLEET COURT,10473,362000,2017-02-21
323 SOUNDVIEW AVENUE,10473,580000,2016-09-21
1457-1469 WESTCHESTER AVENUE,10472,2300000,2017-03-28
343 SOUNDVIEW AVENUE,10473,2649900,2017-02-07
1501 BRUCKNER BLVD,10472,2075000,2017-06-06
ST LAWRENCE AVENUE,0,100,2017-08-11
327 BOLTON AVENUE,10473,550000,2017-03-24
1055 BRONX RIVER AVENUE,10472,17057053,2017-01-27
1055 BRONX RIVER AVENUE,10472,11235534,2017-01-27
1007 LOGAN AVENUE,10465,335000,2016-09-21
3060 BARKLEY AVENUE,10465,499000,2016-12-22
2911 SCOTT PLACE,10465,450000,2017-01-30
819 LOGAN AVE,10465,270000,2017-07-14
811 LOGAN AVENUE,10465,545000,2017-07-12
3011 PHILIP AVENUE,10465,470000,2017-08-17
2955 RANDALL AVENUE,10465,535000,2017-06-19
703 LOGAN AVENUE,10465,375000,2016-10-25
701 LOGAN AVENUE,10465,405000,2017-05-30
3011 SCHLEY AVENUE,10465,161725,2016-10-28
575 EDISON,10465,430000,2016-10-04
570 LOGAN AVENUE,10465,419000,2017-03-29
257 THROGGS NECK BLVD,10465,420000,2017-04-21
537 ELLSWORTH AVENUE,10465,210000,2017-03-10
554 ELLSWORTH AVENUE,10465,450000,2017-04-20
200 THROGGS NECK BLVD,10465,329000,2016-11-29
389 PENNYFIELD AVENUE,10465,380000,2016-12-27
178 MEAGHER AVENUE,10465,160000,2017-01-25
150 KEARNEY AVENUE,10465,386500,2016-10-25
3068 HARDING AVENUE,10465,300000,2017-05-24
339 PENNYFIELD AVENUE,10465,350000,2017-05-04
3054 HARDING AVENUE,10465,418000,2017-02-23
514 PRENTISS AVENUE,10465,455000,2016-09-29
516 REYNOLDS AVENUE,10465,445000,2017-06-26
516 REYNOLDS AVENUE,10465,280000,2016-10-19
512 REYNOLDS AVE,10465,422500,2017-06-14
273 REYNOLDS AVENUE,10465,439000,2016-11-07
221 REYNOLDS AVENUE,10465,499000,2017-04-17
230 REYNOLDS AVENUE,10465,360000,2016-10-31
277 LONGSTREET AVENUE,10465,500000,2017-05-26
277 LONGSTREET AVENUE,10465,10000,2016-11-15
235 LONGSTREET AVENUE,10465,275000,2017-07-21
41 PENNYFIELD CAMP,10465,354028,2017-04-25
3088 HARDING AVENUE,10465,440000,2017-05-31
151 PRENTISS AVENUE,10465,512500,2017-04-26
3097 CHAFFEE AVENUE,10465,500000,2016-11-18
278 PENNYFIELD AVENUE,10465,525000,2017-01-31
3087 HATTING PLACE,10465,250000,2016-10-28
4380 LOCUST POINT DRIVE,10465,340000,2017-02-03
4384 LOCUST POINT DRIVE,10465,412000,2017-01-31
3271 GIEGERICH PLACE,10465,435000,2017-04-25
3247 GIEGERICH PLACE,10465,300000,2016-10-14
3180 GIEGERICH PLACE,10465,659000,2016-12-08
3250 GIEGERICH PLACE,10465,600000,2016-10-14
3288 GIEGERICH PLACE,10465,449900,2017-07-05
3281 TIERNEY PLACE,10465,325000,2016-10-11
3298 TIERNEY,10465,400000,2017-06-07
3236 TIERNEY PLACE,10465,439000,2016-09-27
3088 ALAN PLACE,10465,430000,2016-10-17
9 SCHUYLER TERRACE,10465,217300,2017-04-26
10 SCHUYLER TERRACE,10465,145000,2016-09-13
1054 REVERE AVE,10465,430000,2017-05-08
935 REVERE AVENUE,10465,465000,2016-11-17
931 REVERE AVENUE,10465,225000,2017-02-10
1052 QUINCY AVENUE,10465,565000,2016-11-30
1057 QUINCY AVE,10465,440000,2016-11-01
1051 QUINCY AVENUE,10465,529000,2017-06-22
1036 SWINTON AVENUE,10465,515000,2017-04-13
900 SWINTON AVENUE,10465,200000,2017-06-08
1005 SWINTON AVENUE,10465,555000,2016-12-16
939 SWINTON AVENUE,10465,295000,2017-03-29
2781 LAFAYETTE AVENUE,10465,348500,2016-09-22
1007 BRINSMADE AVENUE,10465,390000,2017-01-04
1036 BALCOM AVENUE,10465,493500,2017-07-07
817 REVERE AVENUE,10465,189856,2016-12-08
2869 PHILIP AVENUE,10465,325000,2016-09-28
834 CALHOUN AVENUE,10465,598000,2017-03-17
862 CALHOUN AVENUE,10465,426000,2016-11-03
839 CALHOUN AVENUE,10465,385000,2016-10-03
2832 PHILIP AVENUE,10465,405000,2016-10-03
2809 PHILIP AVE,10465,395000,2017-06-16
2803 PHILIP AVENUE,10465,429000,2016-12-09
833 SWINTON AVENUE,10465,380000,2017-05-02
813 SWINTON AVE,10465,450000,2017-05-31
2469 SENGER PLACE,10465,278850,2016-12-13
710 BRUSH AVE,10465,359000,2017-08-31
409 REVERE AVENUE,10465,182500,2016-10-05
2865 SAMPSON AVENUE,10465,100,2017-06-14
2863 SAMPSON AVENUE,10465,425000,2016-09-09
312 CALHOUN AVENUE,10465,550000,2017-06-26
437 QUINCY AVENUE,10465,318000,2017-05-01
437 QUINCY AVE,10465,595204,2017-03-13
433 QUINCY AVENUE,10465,387000,2016-09-27
418 SWINTON AVENUE,10465,275000,2017-04-07
333 SWINTON AVE,10465,459000,2017-07-25
2787 MILES AVE,10465,710000,2016-09-16
2739 MILES AVENUE,10465,475000,2016-09-19
242 REVERE AVENUE,10465,435000,2017-08-16
256 REVERE AVENUE,10465,460000,2017-05-04
164 CALHOUN AVENUE,10465,469000,2017-01-06
298 QUINCY AVENUE,10465,410000,2017-03-21
245 CALHOUN AVENUE,10465,449000,2017-05-04
271 QUINCY,10465,480000,2016-12-16
2811 LAWTON AVENUE,10465,470000,2017-01-11
276 SWINTON AVENUE,10465,385121,2017-03-22
276 SWINTON AVENUE,10465,385121,2017-03-07
2832 COLLIS PLACE,10465,482500,2017-05-01
2819 SCHURZ AVENUE,10465,420000,2017-06-13
234 BRINSMADE AVE,10465,420000,2016-12-27
251 BRINSMADE AVE,10465,422000,2017-05-01
231 BRINSMADE AVENUE,10465,438000,2016-11-18
2755 SCHURZ AVENUE,10465,389000,2017-04-20
250 BALCOM,10465,500000,2017-07-27
250 BALCOM,10465,300000,2017-03-08
239 HUNTINGTON AVENUE,10465,597570,2016-10-31
252 BUTTRICK AVENUE,10465,430500,2016-09-12
258 BUTTRICK AVENUE,10465,503000,2017-01-10
239 BUTTRICK AVENUE,10465,399000,2017-08-04
2639 HARDING AVENUE,10465,440000,2017-02-28
2615 HARDING AVENUE,10465,499000,2017-06-20
2615 HARDING AVENUE,10465,220000,2016-12-28
274 EMERSON AVE,10465,365000,2016-12-14
2922 SCHURZ AVENUE,10465,350000,2016-12-29
2920 OTIS AVENUE,10465,650000,2016-11-15
3056 OTIS AVENUE,10465,665000,2017-08-15
913 HOLLYWOOD AVENUE,10465,292500,2017-08-16
2913 PHILIP AVENUE,10465,635000,2016-12-05
850 HOLLYWOOD AVENUE,10465,599000,2017-02-10
715 HOLLYWOOD AVENUE,10465,390390,2017-04-27
600 LOGAN AVENUE,10465,230500,2017-02-10
600 LOGAN AVENUE,10465,230500,2017-02-10
631 HOLLYWOOD AVENUE,10465,125000,2017-02-28
564 EDISON AVENUE,10465,100,2016-11-22
278 LOGAN AVENUE,10465,490000,2017-07-14
2995 LAWTON AVENUE,10465,508000,2016-09-30
280 HOLLYWOOD AVENUE,10465,468750,2017-03-15
228 HOLLYWOOD AVENUE,10465,355000,2017-03-29
235 HOLLYWOOD AVE,10465,531000,2016-11-04
233 HOLLYWOOD AVENUE,10465,515000,2017-01-11
2925 SCHURZ AVENUE,10465,533000,2017-07-31
539 ELLSWORTH,10465,366054,2017-03-13
209 MEAGHER AVENUE,10465,579000,2016-09-09
181 MEAGHER AVENUE,10465,420000,2017-07-27
186 MEAGHER AVE,10465,520000,2017-06-22
136 KEARNEY AVENUE,10465,420000,2016-12-09
4163 THROGS NECK EXPWY,10465,685000,2017-07-14
4234 THROGS NECK EXPWY SR,10465,600000,2016-12-14
3197 HATTING PLACE,10465,762500,2017-07-17
4350 LOCUST POINT DRIVE,10465,380000,2017-06-21
4362 LOCUST POINT DRIVE,10465,699000,2017-03-16
4386 LOCUST POINT DRIVE,10465,590000,2017-04-14
3089 EGER PLACE,10465,430000,2016-12-19
1012 REVERE AVENUE,10465,643500,2016-10-14
1055 REVERE AVENUE,10465,460000,2016-12-27
2861 BARKLEY AVENUE,10465,565000,2017-01-30
1015 QUINCY AVENUE,10465,640000,2017-04-25
1056 BRINSMADE AVENUE,10465,136750,2017-05-22
2861 RANDALL AVENUE,10465,387000,2017-05-04
2855 PHILIP AVENUE,10465,425000,2017-07-07
761 REVERE,10465,425000,2016-09-29
716 CALHOUN AVENUE,10465,475000,2017-07-28
855 CALHOUN AVE,10465,300000,2016-10-21
833 CALHOUN AVENUE,10465,479000,2016-12-12
816 QUINCY AVENUE,10465,355000,2017-02-21
856 QUINCY AVENUE,10465,318000,2017-02-15
755 CALHOUN AVENUE,10465,354000,2017-01-18
755 CALHOUN AVENUE,10465,500,2016-09-09
741 CALHOUN AVENUE,10465,550000,2016-09-01
733 CALHOUN AVENUE,10465,519000,2016-10-24
723 CALHOUN AVENUE,10465,570000,2017-08-04
723 CALHOUN AVENUE,10465,279000,2016-12-19
2839 RANDALL AVE,10465,400000,2017-08-16
2831 RANDALL AVENUE,10465,490000,2017-03-06
513 REVERE AVENUE,10465,200000,2017-04-10
513 REVERE AVENUE,10465,300000,2017-01-17
2859 DEWEY AVENUE,10465,568000,2017-08-18
516 CALHOUN AVENUE,10465,1000,2017-07-17
536 CALHOUN AVENUE,10465,549000,2017-07-17
536 CALHOUN AVENUE,10465,434000,2017-01-26
2878 RANDALL AVENUE,10465,550000,2017-02-07
2866 LAMPORT PLACE,10465,735000,2017-07-07
450 REVERE AVENUE,10465,449000,2017-01-18
451 REVERE AVENUE,10465,294060,2017-06-16
2858 SAMPSON AVE,10465,625000,2016-11-18
435 CALHOUN AVENUE,10465,572000,2016-10-31
2805 SAMPSON AVENUE,10465,134355,2017-08-21
2759 MILES AVENUE,10465,735000,2017-01-27
348 BALCOM AVENUE,10465,491790,2017-08-03
2878 MILES AVENUE,10465,539000,2017-04-10
220 REVERE AVENUE,10465,588000,2017-05-18
220 REVERE AVENUE,10465,330000,2016-12-05
270 CALHOUN AVENUE,10465,549000,2016-11-03
226 QUINCY AVENUE,10465,355000,2017-01-10
272 SWINTON AVE,10465,310000,2016-09-13
2839 COLLIS PL,10465,611000,2017-06-27
2825 COLLIS PLACE,10465,570000,2017-01-27
2825 SCHURZ AVENUE,10465,510000,2017-06-01
2711 HARDING AVENUE,10465,840056,2017-01-31
2709 HARDING AVENUE,10465,834965,2017-01-30
2707 HARDING AVENUE,10465,750000,2016-12-22
2705 HARDING AVENUE,10465,815000,2016-09-15
2703 HARDING AVENUE,10465,825000,2016-11-03
276 GRAFF AVENUE,10465,570000,2016-11-03
248 DAVIS AVENUE,10465,540000,2017-01-24
243 BUTTRICK AVENUE,10465,565000,2017-01-31
254 ROBINSON AVENUE,10465,360000,2017-06-15
258 ROBINSON AVENUE,10465,640000,2017-08-04
2584 MILES AVENUE,10465,669000,2017-03-30
803 THROGS NECK EXPWY SR,10465,693000,2017-04-17
526 LOGAN AVENUE,10465,282500,2017-04-21
549 ELLSWORTH AVE,10465,735000,2017-02-21
560 ELLSWORTH AVENUE,10465,785000,2017-08-18
232 BLAIR AVENUE,10465,606351,2017-01-12
232 BLAIR AVENUE,10465,634267,2016-09-19
1013 REVERE AVENUE,10465,643000,2017-08-07
916 QUINCY AVENUE,10465,635000,2016-12-29
2864 LAMPORT PLACE,10465,720000,2017-02-06
310 SWINTON AVENUE,10465,507000,2017-04-05
364 BALCOM AVENUE,10465,475000,2017-08-07
390 BALCOM AVENUE,10465,560000,2016-12-22
230 QUINCY AVENUE,10465,400000,2017-05-02
2806 MILES AVENUE,10465,720000,2017-02-15
2810 MILES AVENUE,10465,560000,2016-11-02
237 BALCOM AVENUE,10465,770000,2017-05-03
1 PATRICIA LANE,10465,5000000,2016-12-20
20 PATRICIA LANE,10465,180000,2017-06-28
267 BUTTRICK AVENUE,10465,142500,2017-03-24
275 BUTTRICK AVENUE,10465,318000,2016-12-06
279 BUTTRICK AVENUE,10465,245000,2016-12-14
2662 MILES AVENUE,10465,230000,2016-12-22
2664 MILES AVENUE,10465,315000,2016-09-01
180 DAVIS AVENUE,10465,340000,2017-06-09
181 BUTTRICK AVENUE,10465,275000,2017-04-18
201 BUTTRICK AVENUE,10465,325000,2017-05-24
201 BUTTRICK,10465,328500,2017-06-30
822 HOLLYWOOD AVENUE,10465,375000,2017-05-09
2883 PHILIP AVENUE,10465,330931,2017-02-03
744 REVERE AVENUE,10465,525000,2017-01-18
17 PENNYFIELD AVENUE,10465,193975,2017-06-19
21 PENNYFIELD AVENUE,10465,340000,2017-03-01
23 PENNYFIELD AVENUE,10465,340000,2017-01-25
24 PENNYFIELD AVENUE,10465,365000,2017-08-11
195 BALCOM AVENUE,10465,325000,2016-09-07
3713 EAST TREMONT AVE,10465,2030000,2017-06-14
3757 EAST TREMONT AVENUE,10465,1400000,2017-07-17
3600 EAST TREMONT AVENUE,10465,350000,2016-12-02
3930 EAST TREMONT AVENUE,10465,1250000,2016-09-01
529 BRUSH AVENUE,10465,150000,2016-11-30
"6035 BROADWAY, 6C",10471,179900,2017-08-24
"6035 BROADWAY, 8R",10471,145000,2017-08-24
670 EAST 236TH STREET,10466,365000,2016-11-10
738 EAST 234 STREET,10466,599000,2017-06-21
4153 GUNTHER AVENUE,10466,425000,2016-12-19
4133 GUNTHER AVENUE,10466,421000,2017-04-10
4107 GUNTHER AVENUE,10466,369000,2016-11-16
4134 BOYD AVENUE,10466,1000,2017-01-30
4247 BOYD AVENUE,10466,250458,2017-07-28
4232 BOYD AVENUE,10466,426000,2016-10-04
4217 GUNTHER AVENUE,10466,392000,2017-02-07
4120 GUNTHER AVENUE,10466,345000,2016-11-01
4162 WICKHAM AVENUE,10466,440000,2016-09-07
4212 GUNTHER AVENUE,10466,18000,2017-03-23
1808 PITMAN AVENUE,10466,380000,2016-10-27
4219 BRUNER,10466,390000,2016-09-30
1845 BUSSING AVENUE,10466,446000,2017-07-27
1845 BUSSING AVENUE,10466,300000,2017-04-12
4150 ELY AVENUE,10466,410000,2016-12-05
4110 GRACE AVENUE,10466,385000,2017-06-14
4136 GRACE AVENUE,10466,255000,2016-11-17
4146 GRACE AVE,10466,370000,2016-11-03
4145 BAYCHESTER AVENUE,10466,449000,2017-05-25
1911 BUSSING AVENUE,10466,263639,2017-08-11
4138 WILDER AVENUE,10466,345000,2017-07-06
4180 WILDER AVENUE,10466,270000,2016-10-03
4147 MURDOCK AVENUE,10466,241984,2017-02-08
4152 MURDOCK AVENUE,10466,325000,2017-01-13
4166 MURDOCK AVENUE,10466,170000,2017-06-22
4162 HILL AVENUE,10466,450000,2016-10-18
4232 MURDOCK AVENUE,10466,245000,2016-10-20
4210 MURDOCK AVENUE,10466,370000,2017-03-27
4233 MONTICELLO AVENUE,10466,469000,2017-08-23
4233 MONTICELLO AVENUE,10466,280000,2017-02-27
